,songs_id,songs_name,artist_name,artist_id,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,artist_genre
1105,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],2011,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4,"['boy band', 'pop', 'post-teen pop', 'talent show']"
1106,1gv4xPanImH17bKZ9rOveR,Raise Your Glass,['P!nk'],['1KCSPY1glIKqW2TotWuXOR'],2011,0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122.019,202960,4,"['dance pop', 'pop', 'post-teen pop']"
1107,3C0nOe05EIt1390bVABLyN,On The Floor,"['Jennifer Lopez', 'Pitbull']","['2DlGxzQSjYe5N6G9nkYghR', '0TnOYISbd1XYRBk9myaseg']",2011,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
1108,2jSwKQBouf0brIcxGfA9CZ,Super Bass,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],2011,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,200013,4,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
1109,455AfCsOhhLPRc68sE01D8,Last Friday Night (T.G.I.F.),['Katy Perry'],['6jJ0s89eD6GaHleKKya26X'],2011,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,4,"['dance pop', 'pop', 'post-teen pop']"
1110,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),"['Gym Class Heroes', 'Adam Levine']","['4IJczjB0fJ04gs4uvP0Fli', '4bYPcJP5jwMhSivRcqie2n']",2011,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4,"['dance pop', 'pop rap']"
1111,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,['Selena Gomez & The Scene'],['6dJeKm76NjfXBNTpHmOhfO'],2011,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453,4,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop']"
1112,2z4U9d5OAA4YLNXoCgioxo,What the Hell,['Avril Lavigne'],['0p4nmQO2msCgU4IF37Wi3j'],2011,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,220707,4,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
1113,4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']","['0TnOYISbd1XYRBk9myaseg', '21E3waRsmPlU7jZsS13rcj', '4D75GcNG95ebPtNvoNVXhz', '1ruutHJcECI7cos2n5TqpO']",2011,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
1114,5yDL13y5giogKs2fSNf7sj,Glad You Came,['The Wanted'],['2NhdGz9EDv2FeUw6udu2g1'],2011,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936,4,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']"
1115,2CEgGE6aESpnmtfiZwYlbV,Dynamite,['Taio Cruz'],['6MF9fzBmfXghAz953czmBC'],2011,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,202613,4,"['dance pop', 'edm', 'pop', 'pop rap']"
1116,0AH6WMe3OlAlUb5miXt2FQ,Only Girl (In The World),['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2011,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493,4,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
1117,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),"['David Guetta', 'Sia']","['1Cs0zKBU1kc0i8ypK3B9ai', '5WUlDfRSoLAfcVSX1WnrxN']",2011,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
1118,4fINc8dnfcz7AdhFYVA4i7,It Girl,['Jason Derulo'],['07YZf4WDAMNwqr4jfgOZ8y'],2011,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,192200,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
1119,3TcL0dyCMyr0kyTTc4NLgI,Who Says,['Selena Gomez & The Scene'],['6dJeKm76NjfXBNTpHmOhfO'],2011,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,195613,4,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop']"
1120,6SKwQghsR8AISlxhcwyA9R,Marry You,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],2011,0.62,0.832,10,-4.848,1,0.036,0.332,0.0,0.104,0.481,144.926,230120,4,"['dance pop', 'pop', 'post-teen pop']"
1121,2fTsFCKRFQ5M0igJgabnLA,Price Tag,"['Jessie J', 'B.o.B']","['2gsggkzM5R49q6jpPvazou', '5ndkK3dpZLKtBklKjxNQwT']",2011,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,223053,4,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop']"
1122,0C4ejWmOTMv8vuYj85mf8m,S&M,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2011,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,243533,4,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
1123,3UN6cIn3VIyg0z1LCuFSum,Without You (feat. Usher),"['David Guetta', 'Usher']","['1Cs0zKBU1kc0i8ypK3B9ai', '23zg3TcAtWQy7J6upgbUnj']",2011,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,4,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
1124,16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),"['Cobra Starship', 'Sabi']","['2aYJ5LAta2ScCdfLhKgZOY', '3tB8VKd0rtEnc9x8l78ymo']",2011,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693,4,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']"
1125,30XU4suKzCeoCK9YFzdufg,Born This Way,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],2011,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,260253,4,"['dance pop', 'pop', 'post-teen pop']"
1126,3lBRNqXjPp2j3JMTCXDTNO,Best Thing I Never Had,['Beyoncé'],['6vWDO969PvNqNYHIOW5v0m'],2011,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,253747,4,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
1127,0U10zFw4GlBacOy9VDGfGL,We Found Love,"['Rihanna', 'Calvin Harris']","['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY']",2011,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,215227,4,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
1128,1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,['Calvin Harris'],['7CajNmpbOovFoOoasH2HaY'],2011,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
1129,6lc1Rq31ILjpydczoURQPb,Mr. Saxobeat,['Alexandra Stan'],['0BmLNz4nSLfoWYW1cYsElL'],2011,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,195105,4,"['dance pop', 'romanian pop']"
1130,3LUWWox8YYykohBbHUrrxd,We R Who We R,['Kesha'],['6LqNN22kT3074XbTVUrhzX'],2011,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760,4,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
1131,5PKWUDfQFtc5qqo8cs1gQp,Set Fire to the Rain,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,242974,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
1132,7ks6AZmFcm3Y6PGGxGSmlB,Where Them Girls At (feat. Nicki Minaj & Flo Rida),['David Guetta'],['1Cs0zKBU1kc0i8ypK3B9ai'],2011,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,194840,4,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
1133,4SEZthmPtszZPaktPLRX6J,F**kin' Perfect,['P!nk'],['1KCSPY1glIKqW2TotWuXOR'],2011,0.563,0.671,7,-4.788,1,0.0372,0.0422,0.0,0.36,0.45,91.965,213113,4,"['dance pop', 'pop', 'post-teen pop']"
1134,2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,['Hot Chelle Rae'],['6jTnHxhb6cDCaCu4rdvsQ0'],2011,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,200467,4,"['dance pop', 'dance rock', 'neon pop punk', 'pop', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']"
1135,3ZuiIFm9nRnkRz8AZAekjJ,Rocketeer,"['Far East Movement', 'Ryan Tedder', 'Ruff Loaderz']","['698hF4vcwHwPy8ltmXermq', '4we5S2VLjgY9KzIzApL1KI', '5JOIrGvup0vD5VjodB62Ui']",2011,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,211253,4,"['asian american hip hop', 'dance pop', 'edm', 'pop rap', 'post-teen pop']"
1136,3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,['Black Eyed Peas'],['1yxSLGMDHlW21z4YXirZDS'],2011,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,219427,4,"['dance pop', 'pop', 'pop rap']"
1137,5FTCKvxzqy72ceS4Ujux4N,What's My Name?,"['Rihanna', 'Drake']","['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']",2011,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,263173,4,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
1138,34h7O0d0ToOB60zYSFkGKH,Love On Top,['Beyoncé'],['6vWDO969PvNqNYHIOW5v0m'],2011,0.652,0.748,0,-5.242,1,0.0887,0.0849,0.0,0.604,0.652,94.1,267413,4,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
1139,6qUSs4FDzZUdAhY6JDIJfa,Who's That Chick? (feat. Rihanna),['David Guetta'],['1Cs0zKBU1kc0i8ypK3B9ai'],2011,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,201040,4,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
1140,57F80059mWaWFvWG3tBTbO,The Edge Of Glory,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],2011,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,320547,4,"['dance pop', 'pop', 'post-teen pop']"
1141,386RUes7n1uM1yfzgeUuwp,The Lazy Song,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],2011,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.949,174.943,190213,4,"['dance pop', 'pop', 'post-teen pop']"
1142,2QtxlzvSBONjs1bDC34ixs,Yeah 3x,['Chris Brown'],['7bXgB6jMjp9ATFy66eO08Z'],2011,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,241667,4,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
1143,6z5Yh7kOKeLjqIsNdokIpU,A Thousand Years,['Christina Perri'],['7H55rcKCfwqkyDFH9wpKM6'],2011,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,3,"['dance pop', 'indie cafe pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
1144,5cCAZS9VhLGEDV4NCfieeg,I Wanna Go,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2011,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,210267,4,"['dance pop', 'pop', 'post-teen pop']"
1145,36ux3YuUsGTWPT8fXclS45,E.T.,"['Katy Perry', 'Kanye West']","['6jJ0s89eD6GaHleKKya26X', '5K4W6rqBFWDnAN6FQUkS6x']",2011,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,229573,4,"['dance pop', 'pop', 'post-teen pop']"
1146,7pAq1IXYZpL42HchCminu6,Don't Hold Your Breath,['Nicole Scherzinger'],['40xbWSB4JPdOkRyuTDy1oP'],2011,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,197440,4,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
1147,6QPKYGnAW9QozVz2dSWqRg,Someone Like You,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,285240,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
1148,6nek1Nin9q48AVZcWs9e9D,Paradise,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2011,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719,4,"['permanent wave', 'pop']"
1149,1r3myKmjWoOqRip99CmSj1,Don't Wanna Go Home,['Jason Derulo'],['07YZf4WDAMNwqr4jfgOZ8y'],2011,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,206080,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
1150,2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,['Flo Rida'],['0jnsk9HBra6NMjO2oANoPY'],2011,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
1151,2Adn2LNgkHMH5TelQVAu4n,Pretty Girl Rock,['Keri Hilson'],['63wjoROpeh5f11Qm93UiJ1'],2011,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,243920,4,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']"
1152,0aBKFfdyOD1Ttvgv0cfjjJ,More - RedOne Jimmy Joker Remix,['Usher'],['23zg3TcAtWQy7J6upgbUnj'],2011,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,219987,4,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
1153,4aY0tZIaboefmkBEsjAovI,If I Die Young,['The Band Perry'],['75FnCoo4FBxH5K1Rrx0k5A'],2011,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
1154,0GO8y8jQk1PkHzS31d699N,Tongue Tied,['Grouplove'],['3kVUvbeRdcrqQ3oHk5hPdx'],2011,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']"
1155,38iU2jg98IZZEIJPrP7aWD,Till the World Ends,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2011,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,237947,4,"['dance pop', 'pop', 'post-teen pop']"
1156,3nMb7ToWIxYvmaIG20z6ux,Tonight (I'm Fuckin' You),"['Enrique Iglesias', 'Ludacris', 'DJ Frank E']","['7qG3b048QCHVRO5Pv1T5lw', '3ipn9JLAPI5GUEo4y4jcoi', '4yt2wdqvcHygghx9iNUb6i']",2011,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,232213,4,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']"
1157,3rfhI32Il2hVRKDkuGeeen,Hey Baby (Drop It to the Floor) (feat. T-Pain),"['Pitbull', 'T-Pain']","['0TnOYISbd1XYRBk9myaseg', '3aQeKQSyrW4qWr35idm0cy']",2011,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,234453,4,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
1158,5ubHAQtKuFfiG4FXfLP804,Lego House,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2011,0.592,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701,185093,4,"['pop', 'uk pop']"
1159,5zpDHEU12zATwLGvozxPw2,Lighters,"['Bad Meets Evil', 'Bruno Mars']","['77IURH5NC56Jn09QHi76is', '0du5cEVh5yTK9QJze8zA0C']",2011,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,303813,4,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
1160,6OtCIsQZ64Vs1EbzztvAv4,Good Life,['OneRepublic'],['5Pwc4xIPtQLFEnJriah9YJ'],2011,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,253307,4,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'post-teen pop']"
1161,3pYDZTJM2tVBUhIRifWVzI,Blow,['Kesha'],['6LqNN22kT3074XbTVUrhzX'],2011,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,219973,4,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
1162,0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts,['Christina Perri'],['7H55rcKCfwqkyDFH9wpKM6'],2011,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,246587,4,"['dance pop', 'indie cafe pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
1163,4wAJ8aQ9Ufj9ylfWESkrDL,Do It Like A Dude,['Jessie J'],['2gsggkzM5R49q6jpPvazou'],2011,0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,195240,4,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop']"
1164,6AxCr5G75R5rqyNCYWVpTo,Higher,"['Taio Cruz', 'Kylie Minogue']","['6MF9fzBmfXghAz953czmBC', '4RVnAU35WRWra6OZ3CbbMA']",2011,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,187627,4,"['dance pop', 'edm', 'pop', 'pop rap']"
1165,70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,['LMFAO'],['3sgFRtyBnxXD5ESfmbK4dl'],2011,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,4,"['dance pop', 'edm', 'pop', 'pop rap']"
1166,1f8UCzB3RqIgNkW7QIiIeP,Heart Skips a Beat (feat. Rizzle Kicks),"['Olly Murs', 'Rizzle Kicks']","['3whuHq0yGx60atvA2RCVRW', '2ajhZ7EA6Dec0kaWiKCApF']",2011,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,202267,4,"['dance pop', 'europop', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']"
1167,6Iocm6VMu6bVNYwiDoyQFW,Coming Home,"['Diddy - Dirty Money', 'Skylar Grey']","['2QYEvpsWUOjqaYuxDPTCmV', '4utLUGcTvOJFr6aqIJtYWV']",2011,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,238693,4,"['hip pop', 'pop rap', 'urban contemporary']"
1168,1VdZ0vKfR5jneCmWIUAMxK,The A Team,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2011,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,258373,4,"['pop', 'uk pop']"
1169,0JXXNGljqupsJaZsgSbMZV,Sure Thing,['Miguel'],['360IAlyVv4PCEVjgyMZrxK'],2011,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4,"['dance pop', 'hip hop', 'pop', 'r&b', 'urban contemporary']"
1170,2OXidlnDThZR3zf36k6DVL,Just A Kiss,['Lady A'],['32WkQRZEVKSzVAAYqukAEA'],2011,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,218840,4,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
1171,22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],2011,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,299613,4,"['chicago rap', 'rap']"
1172,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,['Foster The People'],['7gP3bB2nilZXLfPHJhMdvc'],2011,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,"['indie pop', 'indietronica', 'modern rock', 'pop', 'rock']"
1173,1ZOROX1KhC9xipkXFCxeDf,How To Love,['Lil Wayne'],['55Aa2cqylxrFIXC767Z865'],2011,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,240307,4,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1174,7mdNKXxia7AeSuJqjjA2rb,Beautiful People,"['Chris Brown', 'Benny Benassi']","['7bXgB6jMjp9ATFy66eO08Z', '4Ws2otunReOa6BbwxxpCt6']",2011,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,225881,4,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
1175,03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),"['Waka Flocka Flame', 'Roscoe Dash', 'Wale']","['6f4XkbvYlXMH0QgVRzW0sM', '0bfX8pF8kuHNCs57Ms4jZb', '67nwj3Y5sZQLl72VNUHEYE']",2011,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,4,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1176,3SxiAdI8dP9AaaEz1Z24mn,Earthquake (feat. Tinie Tempah),"['Labrinth', 'Tinie Tempah']","['2feDdbD5araYcm6JhFHHw7', '0Tob4H0FLtEONHU1MjpUEp']",2011,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,274600,4,"['indie poptimism', 'pop', 'post-teen pop']"
1177,4NTWZqvfQTlOMitlVn6tew,The Show Goes On,['Lupe Fiasco'],['01QTIT5P1pFP3QnnFSdsJf'],2011,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,239613,4,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
1178,0YDWyllPwj0FOrdrCjnn9G,Read All About It,"['Professor Green', 'Emeli Sandé']","['0oJM3iJjMdzgsd4z5VHQvw', '7sfgqEdoeBTjd8lQsPT3Cy']",2011,0.656,0.752,11,-5.522,0,0.0434,0.336,0.0,0.223,0.445,100.963,235736,4,['grime']
1179,1AguHaKOuggrVTebp7cZEI,Stereo Love - Radio Edit,"['Edward Maya', 'Vika Jigulina']","['6XwwFnewNgWp81MYMK8zLq', '34dZRjYum6vVBGslgYaBtB']",2011,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,184573,4,['romanian pop']
1180,65hRZOQkVjmBdusz1N7aOv,Save The World,['Swedish House Mafia'],['1h6Cn3P4NGzXbaXidqURXs'],2011,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,213338,4,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']"
1181,36cmM3MBMWWCFIiQ90U4J8,Bounce (feat. Kelis) - Radio Edit,"['Calvin Harris', 'Kelis']","['7CajNmpbOovFoOoasH2HaY', '0IF46mUS8NXjgHabxk2MCM']",2011,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,222187,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
1182,4RL77hMWUq35NYnPLXBpih,Skinny Love,['Birdy'],['2WX2uTcsvV5OnS0inACecP'],2011,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,201080,4,"['indie cafe pop', 'pop', 'pop rock']"
1183,40ogYHQCVmrUJ2jCiM2odT,I Follow Rivers - The Magician Remix,"['Lykke Li', 'The Magician']","['6oBm8HB0yfrIc9IHbxs6in', '4WUGQykLBGFfsl0Qjl6TDM']",2011,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,281107,4,"['art pop', 'dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']"
1184,3hsmbFKT5Cujb5GQjqEU39,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"['Chris Brown', 'Lil Wayne', 'Busta Rhymes']","['7bXgB6jMjp9ATFy66eO08Z', '55Aa2cqylxrFIXC767Z865', '1YfEcTuGvBQ8xSD1f53UnK']",2011,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,222587,4,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
1185,2pTNWzSQZy5CKkIgKly71j,Changed the Way You Kiss Me - Radio Edit,['Example'],['6Vh6UDWfu9PUSXSzAaB3CW'],2011,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,195467,4,"['dance pop', 'hip house', 'house', 'pop dance', 'tropical house', 'uk dance']"
1186,6LxSe8YmdPxy095Ux6znaQ,Headlines,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2011,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
1187,4TBK6E1ERSKdIvD1jF4lt5,Louder (feat. Sian Evans) - Radio Edit,"['DJ Fresh', 'Sian Evans']","['6r20qOqY7qDWI0PPTxVMlC', '2DTw633fgdoxrqv7uPdcCw']",2011,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,206776,4,"['drum and bass', 'house', 'pop dance', 'tropical house', 'uk dance']"
1188,1Fxp4LBWsNC58NwnGAXJld,Down With The Trumpets,['Rizzle Kicks'],['2ajhZ7EA6Dec0kaWiKCApF'],2011,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,186851,4,"['pop rap', 'uk hip hop']"
